60,3543.6,60,1021.4
115,90546.8,115,1775.4
136,193397,136,2114.6
76,23092.8,76,1245.2
98,52822.4,98,1538.4
53,4186.6,53,893.2
40,4371.6,40,732.8
81,1086.4,81,1328.6
79,8060.2,79,1286.6
48,4835.2,48,823.6
61,2991.8,61,1034.4
39,3232.4,39,668.4
86,33473.8,86,1319.8
37,3679.4,37,647.6
25,1543.8,25,443
80,8332.6,80,1285.6
68,16512.4,68,1089
27,1391,27,462.8
122,116551,122,1877.4
77,22633.6,77,1237
85,28181.8,85,1352.4
16,651.2,16,268.8
24,1452.4,24,452.2
23,1269.8,23,400.8
61,7059,61,1071.2
151,286488,151,2127.4
26,1714.8,26,447
10,325.8,10,172.2
76,18673.4,76,1190
27,1820.2,27,472.8
21,584,21,357
22,429.6,22,373
107,55017.6,107,1660.6
88,8497.4,88,1482.8
42,771.6,42,735.2
51,4764.2,51,876.8
173,521869,173,2477.4
74,16267.2,74,1174.2
100,35323.8,100,1699
79,19523.8,79,1251.4
80,3961.4,80,1364.8
107,72411.4,107,1716
19,720,19,321.2
181,637575,181,2521.2
104,66621,104,1501.4
53,8568,53,882.8
26,1724,26,445.2
70,12416.6,70,1154.8
64,13194.6,64,1049.2
117,104207,117,1684.6
65,13315.6,65,1115
53,5572,53,929.4
42,3332.4,42,724.8
85,14998.2,85,1317.4
55,9115.4,55,947.8
40,4557,40,717.2
56,9823.2,56,936.2
33,2621.6,33,569.6
94,5971,94,1478.8
52,8185.8,52,899.2
28,1614.4,28,484.6
63,7521,63,1111.2
57,9811.2,57,940.2
36,2650.8,36,620.4
14,284.6,14,232.2
69,11587.8,69,1103
43,2893.8,43,729.8
110,72027.6,110,1664.4
29,1365.6,29,496
40,1728,40,688.2
88,35735.4,88,1382.8
132,109200,132,1869.2
94,17691.4,94,1450.2
105,16359.6,105,1656.8
100,47568.6,100,1637.8
41,4115.2,41,698.4
72,18414.2,72,1179
104,26494,104,1615.2
14,360.6,14,231
116,51988.8,116,1721.6
73,2186.8,73,1221.6
143,227893,143,2030.6
129,133015,129,1801.8
27,554.8,27,535.2
57,9617.4,57,952.2
74,8284.8,74,1240.6
46,5863.8,46,809
126,99677.6,126,1895.6
27,1723.8,27,461.6
75,6102.6,75,1241.6
9,174.8,9,143.8
51,6584,51,892.4
118,39011.4,118,1767.8
49,4154.8,49,825.4
150,285818,150,2170
64,10523,64,1118.4
109,67441.8,109,1536
11,349.2,11,179.2
75,11021.8,75,1249
64,7124.6,64,1067.6
87,12812,87,1457.6
80,13531.6,80,1316.4
36,1103.4,36,624.4
12,230.8,12,196.8
121,110325,121,1849
149,262066,149,2031
123,96595,123,1748.8
72,17415,72,1231.4
96,13086.8,96,1464.2
58,10563.2,58,960.8
69,14528.6,69,1284.4
72,19255.6,72,1121.4
147,261273,147,2199.2
104,57718.4,104,1499.4
34,1683.2,34,581.4
144,245740,144,2069.2
26,1332.8,26,444.8
75,20199,75,1158
58,9103,58,956.6
69,9035.2,69,1107.6
40,4009.2,40,680.6
61,10285.2,61,1033.6
26,1711.8,26,444.6
40,3770.6,40,688.8
38,3207.8,38,651.8
70,3831.6,70,1240
39,2522.4,39,686.6
58,9486.8,58,963
72,18589.6,72,1247
102,59130.6,102,1635.4
26,1684.4,26,444.4
120,66350.8,120,1841.2
58,7063.8,58,959.2
49,5589.6,49,824.6
97,22202.2,97,1597.4
147,634662,147,2221
88,37577.8,88,1417.8
59,11339.2,59,1003.8
45,5164.2,45,762.4
58,1244.8,58,1038.8
57,2784.4,57,981.6
40,3992.4,40,745.4
47,5587,47,829.4
35,1972.4,35,599.4
57,5526.6,57,951
55,6474.6,55,917.4
93,40334.4,93,1545.2
53,7672.2,53,878
73,9475.4,73,1242.6
56,8879.2,56,929
50,7527.6,50,849.4
95,40034,95,1664
19,647.4,19,329
69,6144.4,69,1149.6
88,23626.6,88,1396.8
63,8845.8,63,1073.4
57,10223.8,57,992.4
72,17169.8,72,1218.4
29,2220.6,29,509.2
123,54803.4,123,1832.2
87,34461,87,1423.8
61,3012.6,61,1039.2
67,6389.6,67,1151.2
36,1352.6,36,613.2
45,5479.4,45,809.4
97,52632.4,97,1465
26,1319.8,26,444.6
99,54587.6,99,1450
76,22558.4,76,1279.8
92,36818.8,92,1441.4
105,63030.4,105,1545.4
48,5935.2,48,808.6
50,3094.8,50,840.6
20,1030.6,20,339.2
89,30482,89,1373.6
106,68942.8,106,1737
21,1115.2,21,368
90,36936.8,90,1317.4
106,67687.4,106,1563.8
112,76230.2,112,1721.6
121,70991.8,121,1906
138,200330,138,1999.6
54,8879.8,54,902
86,28147.8,86,1299.4
42,4019.4,42,721
34,2824.4,34,579.6
19,501.2,19,321.2
156,327347,156,2234.2
89,37935.8,89,1404
70,12282.6,70,1139
24,1289.6,24,417.4
8,190.2,8,125
80,6826.8,80,1328
84,8064.4,84,1404
38,3274.2,38,649.2
76,21398.6,76,1199.4
23,1403.6,23,431.6
87,12977.8,87,1386.8
93,26008.4,93,1462.2
95,32994.6,95,1476
45,5978.2,45,825.4
30,2385,30,556.6
32,913.4,32,558.6
50,1040.8,50,881
72,2777.6,72,1232.8
40,2394.2,40,692.2
82,453736,82,1405.6
36,2077.4,36,636.8
32,2571,32,613.4
57,6076.4,57,954.4
5,58,5,72.6
89,5023,89,1533.6
75,8502.8,75,1301.4
34,2152,34,593.2
27,1318.6,27,460.2
71,6256,71,1228.2
55,8753.2,55,979.4
31,1557,31,549
85,4440.4,85,1356.4
115,65666.8,115,1749.4
27,1100.2,27,461.2
85,7878,85,1337.2
44,3310.4,44,827.8
41,857,41,697.6
41,1193.4,41,699.4
49,5966.2,49,824.2
18,671.4,18,304.2
79,4254.8,79,1362.4
81,2505.4,81,1392.8
81,26760.4,81,1347.4
37,1238.6,37,640
37,3692.8,37,637
39,2257.2,39,666
18,215.4,18,303.6
77,1598,77,1273.6
29,794,29,499.8
82,24719,82,1346.8
40,1469.8,40,689
82,11868.4,82,1374.6
68,7513.4,68,1143
47,4653.8,47,813.2
44,578.2,44,758.6
40,3112,40,695.6
75,3747.4,75,1227
29,2151,29,495.8
34,2755.6,34,579.8
35,1496.6,35,597.2
85,31180,85,1350.6
43,5219.6,43,750.2
40,817.2,40,700.6
46,5998.6,46,812.2
62,10385.8,62,1028.2
36,3142.4,36,659.2
46,4992.2,46,803.6
81,16650.6,81,1307.2
35,2679.4,35,597.8
40,3522,40,682
60,10708.8,60,1069.6
30,2238,30,536.8
76,20115,76,1248.4
30,1632.2,30,519.8
33,1190.2,33,593.6
46,2735.2,46,855.6
37,755.8,37,659.2
81,27993.2,81,1284.4
45,1300.6,45,773
21,1130.4,21,367.2
56,5129.2,56,926.2
96,48347,96,1623.6
20,1010.8,20,427.4
79,21573.4,79,1281.2
34,2920.2,34,605
98,49156.2,98,1526.4
23,1189.6,23,396.2
21,830.2,21,364
51,1053,51,916
31,1722.8,31,544.2
91,9666.8,91,1534.8
63,11439.6,63,1070.6
33,2340.2,33,586.8
22,1241.4,22,392.8
30,1088,30,543.2
107,24716,107,1793.4
53,8884.4,53,911.8
41,4653.8,41,737
118,103706,118,1766.8
80,27664,80,1366.6
72,18250.8,72,1164
82,23758.4,82,1376
51,4678.2,51,923.8
105,60831.2,105,1613.2
40,1842.8,40,700.4
50,2892.6,50,696.4
111,23115.6,111,1322.8
36,187.6,36,497.6
99,31911.2,99,1226.4
121,78656.4,121,1449.8
110,37071.8,110,1236.8
70,3723.8,70,957
22,106.2,22,302.4
55,1871.6,55,738
49,1697.6,49,678.2
103,29898.2,103,1338.8
99,31267.4,99,1177.6
102,32593,102,1208
36,520.4,36,513.4
36,254.6,36,508.8
121,42271,121,1505
55,687.8,55,758.6
63,3558.4,63,856.8
87,13966,87,1082.4
29,258.6,29,413.6
92,22490,92,1120.8
28,134.4,28,395.4
105,40707,105,1321.2
77,630.4,77,1002.2
82,12449.4,82,1099.6
65,5038,65,899.2
48,1148.8,48,667.4
73,6155.2,73,976.6
46,174.6,46,654.4
46,1402.8,46,669.4
53,421.4,53,733.2
106,31125.8,106,1307
30,71,30,425.8
140,122971,140,1740.4
99,28002,99,1151
57,1917.6,57,779.8
56,2881,56,765.6
82,5971,82,1108.2
108,48796.4,108,1275.2
45,1013.4,45,636.6
38,104.4,38,551.8
57,2547.4,57,790.6
52,2228.6,52,736
85,8214.8,85,1087.6
156,280594,156,1794.6
47,36.6,47,667.2
125,92807.4,125,1443
29,248.6,29,434.6
87,10299.6,87,1068.6
87,14884.6,87,1171.2
27,154.2,27,380.4
130,104697,130,1409.6
92,19367,92,1081.2
43,157.2,43,606.4
97,22144.6,97,1261
98,1610.2,98,1307.4
77,9000.8,77,1096.2
17,47.4,17,237
54,325,54,765
37,124.4,37,523.4
20,41.2,20,281.8
56,2869.4,56,802.2
114,61522.6,114,1317
57,1454.8,57,791.2
35,498.6,35,501.8
51,2013.2,51,747.6
37,501.2,37,519.4
92,6528,92,1196.8
48,81.4,48,668
26,189.4,26,369.8
38,674.8,38,539.6
72,8162,72,1019.2
51,246.2,51,752.4
32,285.4,32,453
161,341770,161,1879.2
91,18360.2,91,1249
53,837.2,53,731.2
41,903.2,41,597.2
91,20609,91,1094.4
32,349.8,32,511.8
79,8769.2,79,1290.8
27,141.4,27,460.8
119,49523.2,119,1357.6
57,114,57,782.6
53,1674.2,53,753.2
70,6029.2,70,941.6
63,850,63,895.6
55,2720.8,55,769.4
27,99.4,27,385
100,19357.4,100,1271
112,54309.4,112,1302.2
50,1137,50,701.6
67,5989.2,67,918.4
103,38847.2,103,1283.6
59,208.6,59,820.6
109,46492.8,109,1249.8
53,1028,53,750.6
15,29.4,15,209.2
103,38315,103,1327.4
83,2378,83,1078.6
40,776.2,40,568.8
132,105732,132,1465.8
79,11768.8,79,1023.2
97,13793.8,97,1198.6
65,4021.6,65,884
114,26468.4,114,1463.8
44,404.8,44,626.2
71,3292.6,71,961.8
112,32437.8,112,1402.4
11,21.2,11,150.2
11,26.6,11,151
63,323.6,63,868.2
82,1285,82,1136.6
93,926.2,93,1214.2
112,25682.6,112,1443.6
16,56.2,16,257
54,507.2,54,763.8
29,98.2,29,442.4
123,63159.6,123,1551
148,217247,148,1761.4
48,864.8,48,678.6
79,11510.8,79,1054.8
32,77.8,32,454.4
51,1794.4,51,715.4
20,83.8,20,283.2
98,30366.4,98,1267.4
102,2509,102,1256.6
31,326.6,31,438.2
9,9,9,118
67,5478.4,67,893.6
27,40.2,27,381.6
63,120.6,63,874.8
66,488.2,66,922
123,86658.6,123,1434.2
81,12757,81,986.6
76,9793,76,1059.2
121,63148.4,121,1481.6
115,62947.4,115,1490.2
30,72.4,30,429.2
16,38.4,16,222.4
23,60,23,324.8
104,35086,104,1327
18,22.6,18,252.8
118,56105.8,118,1352.8
33,408.8,33,469.8
13,28.8,13,196.4
112,56226.2,112,1294.8
67,481.6,67,896.8
125,80843,125,1415.4
47,1402,47,658.4
124,90475.6,124,1417.4
110,19988.6,110,1280.8
74,6157.2,74,975.8
90,20017.4,90,1134.4
31,325.2,31,439
85,15352,85,1045.4
71,4207,71,939.4
76,1314.4,76,1052
88,9863,88,1137.4
35,280.6,35,499.4
79,9917.2,79,982
117,60744.4,117,1435.6
26,155.6,26,387.8
92,10549.8,92,1220.2
29,215.6,29,415.2
42,730,42,640.8
34,332.2,34,542
156,271008,156,1828.6
63,800.6,63,871.4
53,1676.6,53,730.6
114,36640.2,114,1339.4
50,156.2,50,723.6
61,3464.6,61,859.2
97,12735,97,1159
106,44210.4,106,1307
86,2840.4,86,1140.2
64,4841.4,64,853
94,11079.8,94,1301.6
37,611.6,37,535.8
33,82.2,33,478.2
23,134.2,23,325.8
84,8432.2,84,1081.4
41,157,41,575.8
18,66.6,18,252
81,5222.4,81,1059.8
19,22.4,19,264.4
43,923.8,43,591.2
97,9769.2,97,1220.6
11,19.8,11,145
105,24141.4,105,1242.4
7,14.8,7,89
5,4.2,5,57.6
59,3362.4,59,809.6
33,390.6,33,503.2
114,60582,114,1445.4
72,5788.4,72,917.8
35,509.2,35,532.4
55,240.6,55,757.4
68,4002.2,68,933.6
107,28265,107,1331.6
73,5633.4,73,966.4
53,1679.2,53,724
112,26401.8,112,1387.2
8,13,8,130.4
108,40731.2,108,1290
21,60,21,289.4
102,24873.6,102,1229.8
92,17283.6,92,1115
34,155.4,34,482.2
43,120,43,613
19,21.4,19,267.2
77,10628.2,77,929.8
74,6672,74,1001.2
56,2901.2,56,817.2
107,39474.2,107,1406.8
44,378.8,44,695.6
67,3124.2,67,1030.4
55,2578.6,55,767.8
78,1103,78,1041.8
14,31.8,14,195.4
11,26.2,11,154
58,1049.8,58,967.4
60,2170.2,60,819.6
91,22297.2,91,1176.6
71,4761.8,71,935.2
120,74265.6,120,1477.2
39,559.8,39,550.8
69,1737.4,69,900
112,58173,112,1292.6
59,3418.2,59,784.6
60,2940,60,809
80,11397.2,80,1073.6
42,721.6,42,630.2
90,14618.4,90,1215.8
57,598,57,792.2
82,3549.4,82,1135.4
35,273,35,509.4
65,597.8,65,874.2
40,636,40,567
44,1012.6,44,642.8
157,286760,157,1778
107,5764,107,1361.8
61,3518.4,61,794.2
27,206.4,27,383.2
25,113.4,25,344.6
83,11882.2,83,1103.4
39,494.6,39,549.6
29,134.4,29,417.4
49,209,49,677.6
54,2305.4,54,753
19,24.2,19,259.6
74,1705,74,1021.2
78,7085,78,1013.8
59,3531.8,59,848.4
85,15073,85,1136
150,203582,150,1744.6
42,969.8,42,593.4
75,4237.4,75,1049.2
88,18072,88,1168.4
109,50118,109,1191
51,1481.8,51,703
79,315,79,1091.8
41,388.2,41,573.8
96,21785.8,96,1192.2
116,67756.2,116,1314.6
58,478.2,58,795.6
114,57993.2,114,1478.2
91,20261,91,1127.8
35,58.6,35,486
106,37290.8,106,1230.6
48,136.6,48,666.2
52,504.4,52,733.6
80,667.2,80,1083.6
12,21.6,12,162.8
107,44437.6,107,1315.2
56,1543.6,56,766
22,27.4,22,303.2
55,1187,55,768
122,75424.4,122,1485.4
84,12751,84,1099.4
61,195.8,61,858.8
27,201.4,27,375.2
64,2302.8,64,893.4
56,164,56,779.8
34,82.4,34,470.8
4,2.2,4,43
29,195,29,402.6
42,67.6,42,577.4
130,104772,130,1584.6
15,25.4,15,202.2
54,1494.8,54,785.2
78,951.2,78,1038.8
14,34.8,14,187.8
109,49662.8,109,1199.4
121,78310.4,121,1612.8
45,786.8,45,621.6
7,6.6,7,86.4
145,173546,145,1641.6
80,11985.8,80,1083
66,3738.2,66,1225.4
29,79.2,29,471.8
43,565.6,43,590
25,165.4,25,346
40,736.6,40,578
33,253,33,465.2
103,17245.6,103,1275.4
59,1107,59,846.6
125,95358.6,125,1487.4
27,212.2,27,383
118,74496.8,118,1331.4
145,196656,145,1581
73,6124.8,73,947.6
76,10163.8,76,946
73,6846.8,73,941.2
71,6589.8,71,912.6
42,826.4,42,575.8
15,23.2,15,202.4
96,2461.6,96,1253.2
67,5399.8,67,869.8
57,1360.8,57,761.8
77,4926.4,77,1013.6
98,30944,98,1340.8
89,16732,89,1113.2
107,26190.2,107,1399.2
75,6998.6,75,1001
119,71726.2,119,1344.8
84,5784.4,84,1157
142,166820,142,1663.4
115,63308.8,115,1341.6
55,1925.2,55,742
36,188.2,36,565.6
71,6911.4,71,1008.8
